Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Baner,Veerbhadra Nagar,Colony 5,Lane No. 3,1185,4,3,Semi-Furnished,2.13,2.26,4.24,7,260.53499999999997,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Karve Nagar,Colony 5,Lane No. 5,2847,4,3,Semi-Furnished,1.42,2.42,2.55,13,555.115,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Aundh,Baner Pashan Link,Colony 4,Lane No. 3,1318,5,3,Unfurnished,4.3,2.05,5.52,18,299.64,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 3,Lane No. 2,2011,1,1,Unfurnished,3.03,2.75,2.26,6,153.505,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hinjewadi,Phase 2,Colony 2,Lane No. 5,888,4,3,Furnished,4.54,3.19,1.33,16,143.275,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Aundh,ITI Road,Colony 4,Lane No. 2,2235,1,1,Semi-Furnished,4.43,2.24,2.61,3,148.555,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Aundh,Parihar Chowk,Colony 2,Lane No. 4,1239,1,1,Furnished,2.99,0.55,1.46,2,88.165,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Hinjewadi,Phase 3,Colony 1,Lane No. 3,555,4,3,Furnished,0.63,3.23,2.62,0,102.96,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hinjewadi,Phase 1,Colony 3,Lane No. 4,1562,4,3,Unfurnished,2.77,2.58,1.08,20,238.315,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Bibwewadi,Shree Colony,Colony 2,Lane No. 3,2919,3,3,Semi-Furnished,3.51,2.53,3.4,0,541.365,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Viman Nagar,Mhada Colony,Colony 5,Lane No. 5,2740,3,3,Semi-Furnished,3.97,2.18,2.14,20,498.19,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 1,1470,1,1,Furnished,2.92,1.27,5.66,1,74.41499999999999,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kondhwa,Salisbury Park,Colony 3,Lane No. 5,2624,5,3,Furnished,1.22,3.73,4.91,1,728.4749999999999,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Jambulkar Nagar,Colony 4,Lane No. 2,2401,3,3,Unfurnished,2.41,2.59,3.61,9,450.505,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Gokulnagar,Colony 7,Lane No. 4,1861,1,1,Furnished,3.0,1.38,4.6,5,90.585,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kondhwa,NIBM Road,Colony 2,Lane No. 2,2541,3,3,Semi-Furnished,3.81,3.14,2.43,19,307.12,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kothrud,Paud Road,Colony 4,Lane No. 1,1915,3,3,Furnished,2.99,2.64,3.98,6,321.255,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kothrud,Paud Road,Colony 6,Lane No. 5,2706,3,3,Unfurnished,2.45,2.15,1.96,10,591.9100000000001,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Katraj,Bharti Vidyapeeth Campus,Colony 1,Lane No. 1,2552,1,1,Furnished,3.38,1.02,4.22,11,113.52000000000001,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Aundh,Parihar Chowk,Colony 4,Lane No. 4,1273,4,3,Semi-Furnished,2.27,1.08,5.96,9,396.33000000000004,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kondhwa,NIBM Road,Colony 7,Lane No. 4,1665,5,3,Unfurnished,1.84,0.8,4.28,17,470.79999999999995,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kothrud,Paud Road,Colony 2,Lane No. 2,2057,5,3,Semi-Furnished,3.61,3.42,2.08,4,546.5899999999999,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kothrud,Ideal Colony,Colony 5,Lane No. 3,1036,4,3,Furnished,2.38,3.75,2.43,5,160.215,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 5,708,3,3,Furnished,0.52,1.9,1.81,18,71.94,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Amanora Park Town,Colony 3,Lane No. 4,2519,3,3,Furnished,1.65,3.15,5.05,10,237.765,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Kothrud,Ideal Colony,Colony 4,Lane No. 3,2281,3,3,Semi-Furnished,2.35,3.8,2.7,1,541.475,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Hinjewadi,Phase 3,Colony 6,Lane No. 1,462,5,3,Furnished,2.44,2.28,2.44,10,72.10499999999999,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Amanora Park Town,Colony 2,Lane No. 1,1367,5,3,Furnished,3.95,2.58,5.14,1,451.605,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hinjewadi,Phase 1,Colony 3,Lane No. 2,652,4,3,Furnished,0.74,1.07,3.57,2,95.15,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Wakad,Jambulkar Nagar,Colony 3,Lane No. 3,2144,5,3,Semi-Furnished,4.33,2.86,1.01,2,718.0250000000001,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kondhwa,Salisbury Park,Colony 7,Lane No. 2,2364,1,1,Unfurnished,4.95,0.75,5.01,2,164.23,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Amanora Park Town,Colony 2,Lane No. 2,1623,5,3,Semi-Furnished,4.27,2.3,4.86,9,566.335,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Viman Nagar,Lunkad Colony,Colony 7,Lane No. 2,1753,1,1,Furnished,3.6,0.59,2.5,2,88.88,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Gadital,Colony 3,Lane No. 1,756,5,3,Furnished,3.31,0.71,2.14,16,202.895,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kothrud,Paud Road,Colony 2,Lane No. 5,1307,2,2,Unfurnished,3.4,2.93,5.57,12,130.57,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Aundh,Parihar Chowk,Colony 2,Lane No. 3,2598,5,3,Furnished,2.26,2.4,1.02,17,430.54,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kothrud,Paud Road,Colony 7,Lane No. 3,2619,1,1,Unfurnished,2.14,1.9,2.49,12,160.655,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 5,2969,4,3,Semi-Furnished,1.28,1.78,2.21,9,868.505,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 3,Lane No. 1,1462,3,3,Unfurnished,1.86,0.97,4.94,18,337.15,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 3,Colony 1,Lane No. 4,2410,5,3,Furnished,0.7,1.66,3.42,3,963.985,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Magarpatta City,Colony 7,Lane No. 3,1771,2,2,Furnished,2.79,3.36,4.49,19,132.0,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Kothrud,Paud Road,Colony 2,Lane No. 4,1708,5,3,Unfurnished,2.38,3.29,3.86,19,647.295,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Aundh,ITI Road,Colony 2,Lane No. 3,1295,1,1,Furnished,4.76,3.51,5.83,16,92.235,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Wakad,Jambulkar Nagar,Colony 1,Lane No. 3,602,2,2,Unfurnished,2.57,3.36,2.27,4,88.935,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Ideal Colony,Colony 4,Lane No. 1,2883,3,3,Semi-Furnished,1.65,2.49,3.3,16,507.595,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Bibwewadi,Vishwakarma Nagar,Colony 5,Lane No. 2,2911,1,1,Semi-Furnished,1.21,3.99,1.36,16,213.39999999999998,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Katraj,Vignaharta Colony,Colony 1,Lane No. 1,2815,3,3,Furnished,3.22,3.51,2.09,15,258.06,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Aundh,Baner Pashan Link,Colony 7,Lane No. 4,905,3,3,Unfurnished,2.86,1.4,1.17,7,165.715,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Market Yard,Colony 7,Lane No. 4,1364,4,3,Semi-Furnished,2.51,2.63,1.84,19,315.09499999999997,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kothrud,Ideal Colony,Colony 3,Lane No. 5,2039,3,3,Semi-Furnished,4.66,2.03,2.7,1,352.0,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kothrud,Karve Nagar,Colony 1,Lane No. 3,1027,1,1,Unfurnished,2.31,3.82,2.46,5,46.97,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Baner,Pashan Link Road,Colony 5,Lane No. 5,2012,5,3,Unfurnished,1.78,3.08,3.77,1,376.64000000000004,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hadapsar,Amanora Park Town,Colony 2,Lane No. 5,471,5,3,Unfurnished,4.73,3.68,3.26,20,174.02,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Wakad,Datta Mandir Road,Colony 1,Lane No. 2,1981,5,3,Furnished,0.75,2.82,5.53,19,671.55,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Parihar Chowk,Colony 2,Lane No. 3,412,5,3,Unfurnished,4.65,2.02,3.13,14,91.795,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Jambulkar Nagar,Colony 4,Lane No. 3,1084,3,3,Unfurnished,3.68,2.18,3.41,0,106.92,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Vignaharta Colony,Colony 5,Lane No. 3,2303,1,1,Unfurnished,3.66,2.35,4.69,17,189.91500000000002,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Bibwewadi,Shree Colony,Colony 3,Lane No. 2,2186,1,1,Unfurnished,3.56,0.75,5.72,16,88.0,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Baner,Pashan Link Road,Colony 4,Lane No. 5,2973,3,3,Semi-Furnished,4.81,2.62,1.2,17,703.67,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Vignaharta Colony,Colony 6,Lane No. 4,2908,5,3,Unfurnished,4.9,3.54,3.95,19,826.485,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kothrud,Ideal Colony,Colony 3,Lane No. 1,2133,4,3,Furnished,2.74,2.99,2.73,9,578.49,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Baner,Pashan Link Road,Colony 2,Lane No. 5,2462,3,3,Furnished,1.76,2.1,3.26,4,416.46,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,Parihar Chowk,Colony 1,Lane No. 1,1348,4,3,Semi-Furnished,1.52,2.39,3.97,5,312.95,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kothrud,Karve Nagar,Colony 7,Lane No. 4,2412,3,3,Semi-Furnished,3.9,2.86,1.73,6,458.26,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kothrud,Paud Road,Colony 7,Lane No. 4,1447,4,3,Unfurnished,1.38,2.63,4.78,13,330.71500000000003,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Viman Nagar,Tingre Nagar,Colony 5,Lane No. 5,2724,1,1,Furnished,4.39,2.03,4.31,18,181.005,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Hadapsar,Magarpatta City,Colony 2,Lane No. 4,2876,4,3,Furnished,4.14,2.95,4.79,18,914.925,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Baner,Pashan Link Road,Colony 4,Lane No. 4,2790,4,3,Unfurnished,0.68,1.93,2.28,14,347.21500000000003,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 4,2918,4,3,Unfurnished,3.36,2.06,2.84,7,870.1550000000001,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Market Yard,Colony 3,Lane No. 4,1575,2,2,Furnished,1.64,3.4,3.31,7,193.985,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Veerbhadra Nagar,Colony 1,Lane No. 1,1651,4,3,Semi-Furnished,0.84,3.39,4.03,5,324.335,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 2,1056,1,1,Furnished,1.84,1.68,1.32,11,42.515,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Aundh,Baner Pashan Link,Colony 5,Lane No. 3,833,2,2,Unfurnished,4.41,1.68,3.61,17,95.15,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 5,Lane No. 4,2759,2,2,Unfurnished,3.78,1.51,5.97,6,352.715,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kondhwa,NIBM Road,Colony 6,Lane No. 3,2652,2,2,Semi-Furnished,4.52,3.89,3.29,16,168.79500000000002,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Wakad,Jambulkar Nagar,Colony 6,Lane No. 5,1826,5,3,Semi-Furnished,4.22,2.2,3.79,9,736.56,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Datta Mandir Road,Colony 4,Lane No. 1,2563,3,3,Unfurnished,2.58,2.8,1.81,11,582.395,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hadapsar,Magarpatta City,Colony 4,Lane No. 2,471,1,1,Furnished,3.53,2.71,2.56,18,20.405,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Wakad,Datta Mandir Road,Colony 1,Lane No. 1,2488,1,1,Semi-Furnished,4.19,2.25,1.64,20,133.1,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,ITI Road,Colony 3,Lane No. 4,2193,4,3,Semi-Furnished,2.66,2.32,2.14,2,250.91,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hinjewadi,Phase 3,Colony 2,Lane No. 2,1138,5,3,Unfurnished,0.63,3.0,3.81,7,435.32500000000005,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 4,2013,2,2,Semi-Furnished,4.55,2.43,2.07,14,328.79,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Bibwewadi,Market Yard,Colony 7,Lane No. 5,2007,4,3,Furnished,1.3,1.36,2.49,8,308.605,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kondhwa,Salisbury Park,Colony 6,Lane No. 5,2224,5,3,Furnished,3.2,2.13,2.84,20,835.23,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Baner,Veerbhadra Nagar,Colony 6,Lane No. 5,962,1,1,Furnished,4.91,3.96,5.05,19,30.744999999999997,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 5,Lane No. 2,1405,3,3,Unfurnished,1.85,2.57,4.44,13,257.51,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hinjewadi,Phase 1,Colony 5,Lane No. 1,2822,4,3,Semi-Furnished,2.0,1.49,4.59,17,752.895,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kothrud,Ideal Colony,Colony 2,Lane No. 3,427,2,2,Furnished,2.43,2.6,2.14,8,27.665000000000003,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Wakad,Kalewadi Phata,Colony 7,Lane No. 1,973,1,1,Unfurnished,1.03,1.35,4.65,2,57.364999999999995,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Wakad,Jambulkar Nagar,Colony 7,Lane No. 1,1298,3,3,Semi-Furnished,4.81,0.7,3.71,11,233.97,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Hadapsar,Magarpatta City,Colony 7,Lane No. 3,1923,1,1,Semi-Furnished,1.29,2.61,4.52,11,64.955,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Bibwewadi,Shree Colony,Colony 4,Lane No. 4,2160,1,1,Semi-Furnished,0.68,1.37,1.11,3,125.235,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kondhwa,Salisbury Park,Colony 5,Lane No. 2,1414,2,2,Semi-Furnished,4.38,1.89,4.31,17,205.59,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hinjewadi,Phase 3,Colony 1,Lane No. 5,1025,3,3,Semi-Furnished,0.75,1.35,4.76,14,211.80499999999998,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Bibwewadi,Shree Colony,Colony 5,Lane No. 3,1945,3,3,Unfurnished,0.8,1.78,2.03,18,370.37,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kondhwa,NIBM Road,Colony 3,Lane No. 4,448,4,3,Furnished,0.82,2.18,1.17,14,93.06,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kondhwa,Salisbury Park,Colony 4,Lane No. 5,2098,1,1,Unfurnished,2.18,0.95,4.0,20,62.04,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Aundh,Baner Pashan Link,Colony 7,Lane No. 3,1650,4,3,Unfurnished,1.0,3.7,5.53,6,370.755,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Vishwakarma Nagar,Colony 7,Lane No. 3,2428,1,1,Furnished,1.55,0.55,5.0,16,77.495,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 5,2316,1,1,Furnished,2.17,3.8,4.65,7,129.57999999999998,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Viman Nagar,Tingre Nagar,Colony 2,Lane No. 5,2637,5,3,Unfurnished,0.65,0.7,1.75,14,516.0649999999999,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Wakad,Datta Mandir Road,Colony 4,Lane No. 1,611,4,3,Semi-Furnished,2.78,2.97,5.09,7,147.895,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 1,1697,2,2,Furnished,3.31,0.96,5.68,17,124.08,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kondhwa,Salisbury Park,Colony 6,Lane No. 2,2170,1,1,Semi-Furnished,1.36,3.45,2.51,1,64.515,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Gokulnagar,Colony 1,Lane No. 2,2170,2,2,Furnished,1.51,1.47,1.63,17,323.45500000000004,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Baner,Pashan Link Road,Colony 3,Lane No. 3,1114,3,3,Unfurnished,3.05,2.17,4.83,11,238.205,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Baner,Balewadi Phata,Colony 2,Lane No. 2,2864,5,3,Unfurnished,1.58,0.58,5.87,10,507.98,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Kothrud,Karve Nagar,Colony 3,Lane No. 4,891,1,1,Furnished,3.16,2.08,5.34,14,43.56,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Aundh,Parihar Chowk,Colony 7,Lane No. 5,2122,4,3,Semi-Furnished,2.1,3.15,4.52,1,532.0699999999999,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Katraj,Vignaharta Colony,Colony 5,Lane No. 4,572,2,2,Semi-Furnished,2.1,2.26,3.32,12,92.455,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Bibwewadi,Vishwakarma Nagar,Colony 1,Lane No. 4,845,1,1,Unfurnished,2.09,0.56,5.4,11,25.41,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Baner,Pashan Link Road,Colony 4,Lane No. 1,609,4,3,Furnished,0.87,3.82,1.84,8,74.58,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Baner,Veerbhadra Nagar,Colony 7,Lane No. 5,2159,3,3,Furnished,4.89,0.51,1.27,14,390.665,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 2,Lane No. 1,466,3,3,Furnished,2.06,0.68,1.12,8,81.785,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hinjewadi,Phase 2,Colony 4,Lane No. 2,648,1,1,Furnished,3.32,3.98,1.75,1,18.919999999999998,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Baner,Pashan Link Road,Colony 7,Lane No. 1,878,5,3,Furnished,2.53,1.78,5.95,14,149.70999999999998,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Lunkad Colony,Colony 6,Lane No. 3,452,1,1,Semi-Furnished,3.51,1.66,3.56,10,29.424999999999997,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Gadital,Colony 3,Lane No. 1,822,5,3,Unfurnished,1.19,2.85,5.25,15,278.40999999999997,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kondhwa,Yewalewadi,Colony 4,Lane No. 5,2041,1,1,Furnished,2.37,2.23,1.11,9,68.14500000000001,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 4,2489,1,1,Furnished,4.9,1.68,5.01,16,105.6,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Kondhwa,Salisbury Park,Colony 6,Lane No. 2,608,3,3,Semi-Furnished,2.6,1.83,5.98,6,118.69,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Vignaharta Colony,Colony 7,Lane No. 2,2461,5,3,Semi-Furnished,0.58,2.04,4.54,19,757.735,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hadapsar,Magarpatta City,Colony 4,Lane No. 4,2267,5,3,Semi-Furnished,0.87,2.38,2.0,0,888.14,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Hinjewadi,Phase 3,Colony 1,Lane No. 3,1955,5,3,Furnished,1.54,0.88,3.74,5,317.13,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Wakad,Datta Mandir Road,Colony 7,Lane No. 2,1964,5,3,Semi-Furnished,3.95,3.12,5.95,6,698.4449999999999,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Viman Nagar,Tingre Nagar,Colony 2,Lane No. 4,713,4,3,Semi-Furnished,4.73,1.99,1.37,19,103.4,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Bibwewadi,Market Yard,Colony 7,Lane No. 3,2165,5,3,Furnished,1.82,2.27,5.25,8,484.605,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Hadapsar,Amanora Park Town,Colony 1,Lane No. 4,2478,5,3,Furnished,4.37,0.51,4.14,16,1004.19,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Aundh,ITI Road,Colony 3,Lane No. 1,2715,1,1,Semi-Furnished,3.74,0.9,4.42,4,169.345,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Bibwewadi,Market Yard,Colony 7,Lane No. 2,441,2,2,Semi-Furnished,3.28,1.31,3.65,2,47.245,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Pashan Link Road,Colony 2,Lane No. 5,2079,5,3,Semi-Furnished,1.84,2.38,2.03,18,720.335,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,Parihar Chowk,Colony 2,Lane No. 4,2115,4,3,Furnished,1.67,4.0,5.44,16,571.395,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Baner,Balewadi Phata,Colony 1,Lane No. 1,885,3,3,Semi-Furnished,4.32,1.71,5.57,12,201.575,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Katraj,Vignaharta Colony,Colony 4,Lane No. 5,1472,4,3,Furnished,3.57,2.82,5.12,7,228.635,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kothrud,Paud Road,Colony 7,Lane No. 3,2181,5,3,Unfurnished,3.81,2.59,2.59,13,879.395,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Gadital,Colony 7,Lane No. 1,2321,4,3,Furnished,3.91,2.47,5.93,0,437.085,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 5,483,4,3,Semi-Furnished,1.66,3.49,1.04,4,150.755,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
